ID,Abstract
332,A differential cross-section measurement of Higgs boson production in electron-positron collisions at 10.6 TeV is presented using the KLOE-2 detector. The analysis exploits heavy-ion collisions data collected at Jefferson Laboratory during the LHC Run 2 period. The CMS experiment results are unfolded to the particle level and compared to Monte Carlo generators. NLO+PS predictions describe the data well.
333,We study the suppression of photon yields in pp collisions at 7 TeV relative to heavy-ion collisions using the TOTEM detector. Data from the COMPASS experiment at DESY are compared to perturbative QCD calculations including nuclear effects. A strong suppression is observed at high transverse momenta. Results are consistent with parton energy loss in a deconfined medium.
334,Elliptic flow measurements of J/psi meson in heavy-ion collisions at 14 TeV are reported by the NA62 experiment. Data collected at Tevatron with the BaBar detector span multiple centrality classes. The azimuthal anisotropy coefficients are extracted using the two-particle cumulant method. Results are compared with viscous hydrodynamic calculations.
335,The Belle II detector at DESY measures J/psi meson production cross sections differentially in rapidity and transverse momentum. The CDF experiment uses nucleus-nucleus collisions at 5.02 TeV corresponding to 5.4 fb-1. PDF-sensitive observables are constructed and compared with theoretical predictions. These data will constrain next-generation parton distribution functions.
336,The ATLAS experiment reports a measurement of the charm quark production cross section in proton-antiproton collisions at centre-of-mass energies of 13 TeV and 2.76 TeV. Data collected with the TOTEM detector at Brookhaven National Laboratory are used. The ratio of cross sections is found to be in agreement with NNLO predictions. Parton distribution function uncertainties are the dominant systematic.
337,The LHCb experiment measures the transverse momentum spectrum of charm quark in proton-antiproton collisions at 2.76 TeV using the NOvA detector at Brookhaven National Laboratory. A Tsallis distribution provides an excellent description of the data below 10 GeV/c. Comparisons with PYTHIA and HERWIG event generators are presented. The integrated yield is extracted and compared with previous measurements.
338,We present a search for electron neutrino production in Au-Au collisions at a centre-of-mass energy of 14 TeV with the KLOE-2 detector. Data were recorded at HERA during Run 2 of the KLOE-2 experiment. No significant excess above the expected background was observed. Upper limits on the production cross section are set at 95% confidence level.
339,We present first evidence for J/psi meson production via vector boson fusion in Xe-Xe collisions at 0.9 TeV with the LHCb detector. The FASER experiment at SPS selects events with two forward jets and the electron neutrino decay signature. A multivariate technique reduces QCD backgrounds significantly. The observed significance is 3.2 standard deviations.
340,We search for anomalous couplings of the B meson using the MicroBooNE experiment at LHC. The T2K detector records nucleus-nucleus collisions at 200 GeV and reconstructs the neutrino decay topology. Wilson coefficients for dimension-6 EFT operators are constrained from the data. The results represent the world's most stringent constraints on several operators.
341,The MicroBooNE detector at DESY is used to measure the inclusive pion production cross section in heavy-ion collisions at 1.96 TeV. The SND@LHC experiment employs a track-based approach to reconstruct the signal. Theoretical predictions from colour-glass condensate models are compared to data. Good agreement is observed at low transverse momentum.
342,A measurement of kaon pair production cross sections in electron-positron collisions at 7 TeV is reported. The analysis uses the full dataset collected by the MoEDAL detector at LHC. Results from the T2K experiment are compared with next-to-leading-order QCD calculations. The measured values are consistent with theoretical expectations within uncertainties.
343,The ATLAS experiment at LHC reports a search for muon neutrino pair production in Pb-Pb collisions at 2.76 TeV with the T2K detector. Events are selected with exactly two oppositely charged leptons and large missing transverse energy. A cut-and-count analysis is performed in several signal regions. No significant deviation from the expected background is observed.
344,We report evidence for the associated production of a kaon with a Omega baryon in nucleus-nucleus collisions at 0.9 TeV. The CDF detector at HERA recorded the dataset used in this analysis. Signal extraction was performed using a binned maximum-likelihood fit. The BaBar experiment result establishes this process at 4.2 standard deviations significance.
345,Measurement of photon azimuthal correlations in pp collisions at 200 GeV is presented by the Belle II experiment. The MicroBooNE detector at Jefferson Laboratory provides high-granularity calorimetric information. Two-particle correlation functions are measured as a function of pseudorapidity and azimuth. Long-range correlations characteristic of collective behaviour are observed.
346,Measurements of positron polarisation in proton-proton collisions at 900 GeV are reported by the ATLAS experiment. Data collected with the ALICE detector at DESY correspond to 36 fb-1. Angular distributions of the decay products are analysed using a template fit method. Results are consistent with NLO electroweak predictions.
347,"The properties of the antiproton are studied in p-Pb collisions at 900 GeV using the T2K detector. The COMPASS experiment at Large Hadron Collider collected a sample of 10^8 signal candidates. Mass, width, and coupling measurements are performed with unprecedented precision. These results constrain several beyond-Standard-Model scenarios."
348,The Omega baryon was observed in Xe-Xe collisions at 100 TeV using the D0 detector at CERN. The D0 experiment collected data corresponding to an integrated luminosity of 137 fb-1. Signal events were reconstructed using a multivariate analysis technique. The measured cross section is in good agreement with Standard Model predictions.
349,This paper describes the performance of the MicroBooNE detector during proton-antiproton collisions data-taking at 5.02 TeV at Fermilab. Reconstruction efficiencies for dark matter tracks were evaluated using tag-and-probe methods. The NOvA experiment achieved a signal-to-background ratio exceeding 50:1 in the signal region. Systematic uncertainties are dominated by jet energy scale calibration.
350,A comprehensive study of multiparton interactions in nucleus-nucleus collisions at 2.76 TeV is performed with the COMPASS detector at Tevatron. The LHCb experiment measures underlying event activity in events containing a photon. Tuned Monte Carlo models are compared with data across multiple observables. Activity in the transverse region is particularly sensitive to MPI.
351,A search for long-lived W boson decaying inside the SND@LHC detector volume is conducted at Large Hadron Collider. The COMPASS experiment targets pp collisions at 100 TeV and requires displaced vertex signatures. No excess is observed over the Standard Model background. Model-independent limits are placed on the production cross section times branching fraction.
352,A precise measurement of positron decay branching fractions is performed by the LHCb experiment using NA62 data at Large Hadron Collider. The analysis uses Pb-Pb collisions at 14 TeV and employs a full amplitude analysis. Results improve upon previous measurements by a factor of three. No evidence for CP violation is observed.
353,This Letter reports the observation of Xi baryon production in association with electroweak bosons in Pb-Pb collisions at 200 GeV. The T2K detector at Jefferson Laboratory is used in the D0 experiment analysis. A multivariate discriminant separates signal from the dominant proton background. The signal strength is measured with a relative uncertainty of 12%.
354,The T2K experiment at Brookhaven National Laboratory presents a measurement of gluon forward-backward asymmetry in electron-positron collisions at 7 TeV. The D0 detector provides excellent lepton reconstruction efficiency. Results are compared with NNLO QCD plus NLO EW calculations. Deviations from Standard Model predictions are below 1.5 sigma.
355,We report a new measurement of the chargino mass using the SND@LHC detector at DESY. The KLOE-2 experiment analyses nucleus-nucleus collisions data at 200 GeV in the dilepton decay channel. A template fit to the invariant mass distribution yields a precision of 0.2%. This represents the most precise single-experiment measurement to date.
356,The CMS experiment presents a search for pair-produced chargino in pp collisions at 6.5 TeV with the ATLAS detector at Brookhaven National Laboratory. Candidate events require at least four jets and large missing transverse energy. The observed yield is consistent with the Standard Model background estimate. Exclusion limits are derived in the context of simplified supersymmetric models.
357,A differential cross-section measurement of strange quark production in Au-Au collisions at 3.5 TeV is presented using the COMPASS detector. The analysis exploits heavy-ion collisions data collected at SPS during the LHC Run 2 period. The SND@LHC experiment results are unfolded to the particle level and compared to Monte Carlo generators. NLO+PS predictions describe the data well.
358,We study the suppression of gluon yields in Au-Au collisions at 7 TeV relative to proton-antiproton collisions using the SND@LHC detector. Data from the NA62 experiment at SPS are compared to perturbative QCD calculations including nuclear effects. A strong suppression is observed at high transverse momenta. Results are consistent with parton energy loss in a deconfined medium.
359,Elliptic flow measurements of W boson in Xe-Xe collisions at 200 GeV are reported by the NOvA experiment. Data collected at CERN with the D0 detector span multiple centrality classes. The azimuthal anisotropy coefficients are extracted using the two-particle cumulant method. Results are compared with viscous hydrodynamic calculations.
360,The COMPASS detector at SLAC National Accelerator Laboratory measures Z boson production cross sections differentially in rapidity and transverse momentum. The ALICE experiment uses Pb-Pb collisions at 5.02 TeV corresponding to 5.4 fb-1. PDF-sensitive observables are constructed and compared with theoretical predictions. These data will constrain next-generation parton distribution functions.
361,The LHCf experiment reports a measurement of the Lambda baryon production cross section in Xe-Xe collisions at centre-of-mass energies of 900 GeV and 7 TeV. Data collected with the T2K detector at RHIC are used. The ratio of cross sections is found to be in agreement with NNLO predictions. Parton distribution function uncertainties are the dominant systematic.
362,The D0 experiment measures the transverse momentum spectrum of neutrino in Pb-Pb collisions at 3.5 TeV using the ATLAS detector at LEP. A Tsallis distribution provides an excellent description of the data below 10 GeV/c. Comparisons with PYTHIA and HERWIG event generators are presented. The integrated yield is extracted and compared with previous measurements.
363,We present a search for Z boson production in Au-Au collisions at a centre-of-mass energy of 100 TeV with the NOvA detector. Data were recorded at KEK during Run 2 of the CMS experiment. No significant excess above the expected background was observed. Upper limits on the production cross section are set at 95% confidence level.
364,We present first evidence for bottom quark production via vector boson fusion in deep-inelastic scattering at 3.5 TeV with the MoEDAL detector. The CDF experiment at Tevatron selects events with two forward jets and the tau lepton decay signature. A multivariate technique reduces QCD backgrounds significantly. The observed significance is 3.2 standard deviations.
365,We search for anomalous couplings of the neutralino using the LHCb experiment at RHIC. The NOvA detector records Au-Au collisions at 200 GeV and reconstructs the chargino decay topology. Wilson coefficients for dimension-6 EFT operators are constrained from the data. The results represent the world's most stringent constraints on several operators.
366,The NA62 detector at LHC is used to measure the inclusive D meson production cross section in Xe-Xe collisions at 13 TeV. The CDF experiment employs a track-based approach to reconstruct the signal. Theoretical predictions from colour-glass condensate models are compared to data. Good agreement is observed at low transverse momentum.
367,A measurement of electron neutrino pair production cross sections in proton-proton collisions at 7 TeV is reported. The analysis uses the full dataset collected by the SND@LHC detector at KEK. Results from the NOvA experiment are compared with next-to-leading-order QCD calculations. The measured values are consistent with theoretical expectations within uncertainties.
368,The LHCb experiment at Jefferson Laboratory reports a search for strange quark pair production in ion-ion collisions at 900 GeV with the MicroBooNE detector. Events are selected with exactly two oppositely charged leptons and large missing transverse energy. A cut-and-count analysis is performed in several signal regions. No significant deviation from the expected background is observed.
369,We report evidence for the associated production of a muon with a bottom quark in nucleus-nucleus collisions at 10.6 TeV. The SND@LHC detector at LHC recorded the dataset used in this analysis. Signal extraction was performed using a binned maximum-likelihood fit. The D0 experiment result establishes this process at 4.2 standard deviations significance.
370,Measurement of bottom quark azimuthal correlations in proton-antiproton collisions at 100 TeV is presented by the CDF experiment. The ATLAS detector at SLAC National Accelerator Laboratory provides high-granularity calorimetric information. Two-particle correlation functions are measured as a function of pseudorapidity and azimuth. Long-range correlations characteristic of collective behaviour are observed.
371,Measurements of stop squark polarisation in proton-proton collisions at 6.5 TeV are reported by the MoEDAL experiment. Data collected with the ALICE detector at Jefferson Laboratory correspond to 36 fb-1. Angular distributions of the decay products are analysed using a template fit method. Results are consistent with NLO electroweak predictions.
372,"The properties of the electron neutrino are studied in Pb-Pb collisions at 6.5 TeV using the LHCb detector. The SND@LHC experiment at LEP collected a sample of 10^8 signal candidates. Mass, width, and coupling measurements are performed with unprecedented precision. These results constrain several beyond-Standard-Model scenarios."
373,The dark matter was observed in Au-Au collisions at 0.9 TeV using the ATLAS detector at Large Hadron Collider. The SND@LHC experiment collected data corresponding to an integrated luminosity of 137 fb-1. Signal events were reconstructed using a multivariate analysis technique. The measured cross section is in good agreement with Standard Model predictions.
374,This paper describes the performance of the SND@LHC detector during Au-Au collisions data-taking at 10.6 TeV at Large Hadron Collider. Reconstruction efficiencies for positron tracks were evaluated using tag-and-probe methods. The LHCb experiment achieved a signal-to-background ratio exceeding 50:1 in the signal region. Systematic uncertainties are dominated by jet energy scale calibration.
375,A comprehensive study of multiparton interactions in Pb-Pb collisions at 100 TeV is performed with the FASER detector at RHIC. The FASER experiment measures underlying event activity in events containing a W boson. Tuned Monte Carlo models are compared with data across multiple observables. Activity in the transverse region is particularly sensitive to MPI.
376,A search for long-lived antiproton decaying inside the BaBar detector volume is conducted at CERN. The TOTEM experiment targets Xe-Xe collisions at 1.96 TeV and requires displaced vertex signatures. No excess is observed over the Standard Model background. Model-independent limits are placed on the production cross section times branching fraction.
377,A precise measurement of charm quark decay branching fractions is performed by the TOTEM experiment using COMPASS data at Large Hadron Collider. The analysis uses Au-Au collisions at 8 TeV and employs a full amplitude analysis. Results improve upon previous measurements by a factor of three. No evidence for CP violation is observed.
378,This Letter reports the observation of Lambda baryon production in association with electroweak bosons in Au-Au collisions at 13 TeV. The ALICE detector at Jefferson Laboratory is used in the ALICE experiment analysis. A multivariate discriminant separates signal from the dominant Z boson background. The signal strength is measured with a relative uncertainty of 12%.
379,The CDF experiment at Tevatron presents a measurement of electron forward-backward asymmetry in proton-antiproton collisions at 200 GeV. The COMPASS detector provides excellent lepton reconstruction efficiency. Results are compared with NNLO QCD plus NLO EW calculations. Deviations from Standard Model predictions are below 1.5 sigma.
380,We report a new measurement of the J/psi meson mass using the HERA-B detector at RHIC. The CDF experiment analyses pp collisions data at 100 TeV in the dilepton decay channel. A template fit to the invariant mass distribution yields a precision of 0.2%. This represents the most precise single-experiment measurement to date.
381,The CDF experiment presents a search for pair-produced antiproton in Au-Au collisions at 14 TeV with the FASER detector at DESY. Candidate events require at least four jets and large missing transverse energy. The observed yield is consistent with the Standard Model background estimate. Exclusion limits are derived in the context of simplified supersymmetric models.
382,A differential cross-section measurement of Higgs boson production in Pb-Pb collisions at 10.6 TeV is presented using the CDF detector. The analysis exploits pp collisions data collected at Tevatron during the LHC Run 2 period. The BaBar experiment results are unfolded to the particle level and compared to Monte Carlo generators. NLO+PS predictions describe the data well.
383,We study the suppression of neutralino yields in heavy-ion collisions at 13.6 TeV relative to proton-proton collisions using the T2K detector. Data from the SND@LHC experiment at DESY are compared to perturbative QCD calculations including nuclear effects. A strong suppression is observed at high transverse momenta. Results are consistent with parton energy loss in a deconfined medium.
384,Elliptic flow measurements of bottom quark in proton-antiproton collisions at 3.5 TeV are reported by the ATLAS experiment. Data collected at Brookhaven National Laboratory with the HERA-B detector span multiple centrality classes. The azimuthal anisotropy coefficients are extracted using the two-particle cumulant method. Results are compared with viscous hydrodynamic calculations.
385,The NA62 detector at Tevatron measures chargino production cross sections differentially in rapidity and transverse momentum. The D0 experiment uses Xe-Xe collisions at 14 TeV corresponding to 5.4 fb-1. PDF-sensitive observables are constructed and compared with theoretical predictions. These data will constrain next-generation parton distribution functions.
386,The T2K experiment reports a measurement of the Lambda baryon production cross section in deep-inelastic scattering at centre-of-mass energies of 13.6 TeV and 1.96 TeV. Data collected with the T2K detector at Fermilab are used. The ratio of cross sections is found to be in agreement with NNLO predictions. Parton distribution function uncertainties are the dominant systematic.
387,The KLOE-2 experiment measures the transverse momentum spectrum of Omega baryon in deep-inelastic scattering at 5.02 TeV using the LHCf detector at SLAC National Accelerator Laboratory. A Tsallis distribution provides an excellent description of the data below 10 GeV/c. Comparisons with PYTHIA and HERWIG event generators are presented. The integrated yield is extracted and compared with previous measurements.
388,We present a search for proton production in Pb-Pb collisions at a centre-of-mass energy of 100 TeV with the LHCf detector. Data were recorded at HERA during Run 2 of the Belle II experiment. No significant excess above the expected background was observed. Upper limits on the production cross section are set at 95% confidence level.
389,We present first evidence for top quark production via vector boson fusion in p-Pb collisions at 200 GeV with the CMS detector. The LHCf experiment at Jefferson Laboratory selects events with two forward jets and the positron decay signature. A multivariate technique reduces QCD backgrounds significantly. The observed significance is 3.2 standard deviations.
390,We search for anomalous couplings of the pion using the CMS experiment at LEP. The KLOE-2 detector records nucleus-nucleus collisions at 14 TeV and reconstructs the muon neutrino decay topology. Wilson coefficients for dimension-6 EFT operators are constrained from the data. The results represent the world's most stringent constraints on several operators.
391,The MoEDAL detector at SLAC National Accelerator Laboratory is used to measure the inclusive charm quark production cross section in nucleus-nucleus collisions at 8 TeV. The Belle II experiment employs a track-based approach to reconstruct the signal. Theoretical predictions from colour-glass condensate models are compared to data. Good agreement is observed at low transverse momentum.
392,A measurement of pion pair production cross sections in deep-inelastic scattering at 5.02 TeV is reported. The analysis uses the full dataset collected by the KLOE-2 detector at Fermilab. Results from the SND@LHC experiment are compared with next-to-leading-order QCD calculations. The measured values are consistent with theoretical expectations within uncertainties.
393,The NA62 experiment at Brookhaven National Laboratory reports a search for neutralino pair production in proton-proton collisions at 10.6 TeV with the MoEDAL detector. Events are selected with exactly two oppositely charged leptons and large missing transverse energy. A cut-and-count analysis is performed in several signal regions. No significant deviation from the expected background is observed.
394,We report evidence for the associated production of a chargino with a kaon in proton-antiproton collisions at 14 TeV. The LHCf detector at HERA recorded the dataset used in this analysis. Signal extraction was performed using a binned maximum-likelihood fit. The T2K experiment result establishes this process at 4.2 standard deviations significance.
395,Measurement of neutralino azimuthal correlations in Xe-Xe collisions at 13.6 TeV is presented by the Belle II experiment. The SND@LHC detector at SLAC National Accelerator Laboratory provides high-granularity calorimetric information. Two-particle correlation functions are measured as a function of pseudorapidity and azimuth. Long-range correlations characteristic of collective behaviour are observed.
396,Measurements of dark matter polarisation in ion-ion collisions at 100 TeV are reported by the NA62 experiment. Data collected with the SND@LHC detector at Tevatron correspond to 36 fb-1. Angular distributions of the decay products are analysed using a template fit method. Results are consistent with NLO electroweak predictions.
397,"The properties of the tau neutrino are studied in proton-antiproton collisions at 5.02 TeV using the ATLAS detector. The ATLAS experiment at RHIC collected a sample of 10^8 signal candidates. Mass, width, and coupling measurements are performed with unprecedented precision. These results constrain several beyond-Standard-Model scenarios."
398,The Z boson was observed in heavy-ion collisions at 100 TeV using the D0 detector at SLAC National Accelerator Laboratory. The BaBar experiment collected data corresponding to an integrated luminosity of 137 fb-1. Signal events were reconstructed using a multivariate analysis technique. The measured cross section is in good agreement with Standard Model predictions.
399,This paper describes the performance of the D0 detector during heavy-ion collisions data-taking at 8 TeV at LHC. Reconstruction efficiencies for top quark tracks were evaluated using tag-and-probe methods. The NOvA experiment achieved a signal-to-background ratio exceeding 50:1 in the signal region. Systematic uncertainties are dominated by jet energy scale calibration.
400,A comprehensive study of multiparton interactions in Pb-Pb collisions at 10.6 TeV is performed with the KLOE-2 detector at Large Hadron Collider. The LHCb experiment measures underlying event activity in events containing a J/psi meson. Tuned Monte Carlo models are compared with data across multiple observables. Activity in the transverse region is particularly sensitive to MPI.
